,ObservationDate,State,Country,Confirmed,Deaths,Recovered
198372,2021-01-09,Nagaland,India,11975.0,84.0,11778.0
198416,2021-01-09,Odisha,India,331602.0,1891.0,327803.0
198450,2021-01-09,Puducherry,India,38425.0,636.0,37461.0
198454,2021-01-09,Punjab,India,168734.0,5439.0,160343.0
198464,2021-01-09,Rajasthan,India,312521.0,2731.0,303060.0
198513,2021-01-09,Sikkim,India,5984.0,129.0,5486.0
198534,2021-01-09,Tamil Nadu,India,825537.0,12215.0,806018.0
198538,2021-01-09,Telangana,India,289784.0,1565.0,283463.0
198555,2021-01-09,Tripura,India,33307.0,388.0,32862.0
198570,2021-01-09,Unknown,India,0.0,0.0,0.0
198580,2021-01-09,Uttar Pradesh,India,592475.0,8481.0,572773.0
198581,2021-01-09,Uttarakhand,India,93398.0,1568.0,88615.0
198609,2021-01-09,West Bengal,India,559886.0,9922.0,541930.0
198821,2021-01-10,Andaman and Nicobar Islands,India,4960.0,62.0,4875.0
198822,2021-01-10,Andhra Pradesh,India,884916.0,7129.0,875243.0
198839,2021-01-10,Arunachal Pradesh,India,16772.0,56.0,16650.0
198840,2021-01-10,Assam,India,216590.0,1061.0,212515.0
198862,2021-01-10,Bihar,India,255700.0,1434.0,250088.0
198896,2021-01-10,Chandigarh,India,20295.0,327.0,19727.0
198903,2021-01-10,Chhattisgarh,India,289231.0,3490.0,276774.0
198922,2021-01-10,Dadra and Nagar Haveli and Daman and Diu,India,3380.0,2.0,3376.0
198926,2021-01-10,Delhi,India,630200.0,10678.0,616054.0
198962,2021-01-10,Goa,India,51856.0,747.0,50277.0
198978,2021-01-10,Gujarat,India,251944.0,4344.0,239771.0
198984,2021-01-10,Haryana,India,264955.0,2950.0,259495.0
198991,2021-01-10,Himachal Pradesh,India,56452.0,959.0,54522.0
199017,2021-01-10,Jammu and Kashmir,India,122538.0,1910.0,118617.0
199020,2021-01-10,Jharkhand,India,116817.0,1047.0,114302.0
199038,2021-01-10,Karnataka,India,927559.0,12140.0,905751.0
199041,2021-01-10,Kerala,India,811148.0,3302.0,743467.0
199066,2021-01-10,Ladakh,India,9618.0,127.0,9294.0
199067,2021-01-10,Lakshadweep,India,0.0,0.0,0.0
199087,2021-01-10,Madhya Pradesh,India,248597.0,3711.0,237063.0
199093,2021-01-10,Maharashtra,India,1969114.0,50061.0,1863702.0
199095,2021-01-10,Manipur,India,28660.0,365.0,27805.0
199108,2021-01-10,Meghalaya,India,13611.0,143.0,13313.0
199122,2021-01-10,Mizoram,India,4293.0,9.0,4192.0
199134,2021-01-10,Nagaland,India,11978.0,84.0,11778.0
199178,2021-01-10,Odisha,India,331862.0,1891.0,328043.0
199212,2021-01-10,Puducherry,India,38455.0,638.0,37501.0
199216,2021-01-10,Punjab,India,169033.0,5445.0,160655.0
199226,2021-01-10,Rajasthan,India,312996.0,2734.0,303536.0
199275,2021-01-10,Sikkim,India,5988.0,129.0,5508.0
199296,2021-01-10,Tamil Nadu,India,826261.0,12222.0,806875.0
199300,2021-01-10,Telangana,India,290008.0,1566.0,283924.0
199317,2021-01-10,Tripura,India,33307.0,388.0,32869.0
199332,2021-01-10,Unknown,India,0.0,0.0,0.0
199342,2021-01-10,Uttar Pradesh,India,593171.0,8495.0,573542.0
199343,2021-01-10,Uttarakhand,India,93621.0,1573.0,88918.0
199371,2021-01-10,West Bengal,India,560709.0,9941.0,542887.0
199583,2021-01-11,Andaman and Nicobar Islands,India,4963.0,62.0,4884.0
199584,2021-01-11,Andhra Pradesh,India,885037.0,7131.0,875456.0
199601,2021-01-11,Arunachal Pradesh,India,16777.0,56.0,16658.0
199602,2021-01-11,Assam,India,216635.0,1064.0,212579.0
199624,2021-01-11,Bihar,India,255932.0,1439.0,250439.0
199658,2021-01-11,Chandigarh,India,20342.0,327.0,19756.0
199665,2021-01-11,Chhattisgarh,India,290084.0,3505.0,278029.0
199684,2021-01-11,Dadra and Nagar Haveli and Daman and Diu,India,3382.0,2.0,3376.0
199688,2021-01-11,Delhi,India,630506.0,10691.0,616461.0
199724,2021-01-11,Goa,India,51891.0,749.0,50343.0
199740,2021-01-11,Gujarat,India,252559.0,4347.0,240517.0
199746,2021-01-11,Haryana,India,265199.0,2956.0,259696.0
199753,2021-01-11,Himachal Pradesh,India,56521.0,961.0,54686.0
199779,2021-01-11,Jammu and Kashmir,India,122651.0,1911.0,118972.0
199782,2021-01-11,Jharkhand,India,116961.0,1048.0,114531.0
199800,2021-01-11,Karnataka,India,928055.0,12144.0,906548.0
199803,2021-01-11,Kerala,India,814258.0,3322.0,747389.0
199828,2021-01-11,Ladakh,India,9621.0,127.0,9311.0
199829,2021-01-11,Lakshadweep,India,0.0,0.0,0.0
199849,2021-01-11,Madhya Pradesh,India,249082.0,3718.0,237713.0
199855,2021-01-11,Maharashtra,India,1971552.0,50101.0,1867988.0
199857,2021-01-11,Manipur,India,28693.0,365.0,27851.0
199870,2021-01-11,Meghalaya,India,13631.0,143.0,13337.0
199884,2021-01-11,Mizoram,India,4299.0,9.0,4194.0
199896,2021-01-11,Nagaland,India,11987.0,84.0,11795.0
199940,2021-01-11,Odisha,India,332106.0,1892.0,328271.0
199974,2021-01-11,Puducherry,India,38477.0,638.0,37535.0
199978,2021-01-11,Punjab,India,169225.0,5447.0,160920.0
199988,2021-01-11,Rajasthan,India,313425.0,2736.0,304104.0
200037,2021-01-11,Sikkim,India,5989.0,129.0,5538.0
200058,2021-01-11,Tamil Nadu,India,826943.0,12228.0,807744.0
200062,2021-01-11,Telangana,India,290309.0,1568.0,284217.0
200079,2021-01-11,Tripura,India,33309.0,388.0,32872.0
200094,2021-01-11,Unknown,India,0.0,0.0,0.0
200104,2021-01-11,Uttar Pradesh,India,593680.0,8504.0,574312.0
200105,2021-01-11,Uttarakhand,India,93777.0,1578.0,89446.0
200133,2021-01-11,West Bengal,India,561321.0,9957.0,543826.0
200345,2021-01-12,Andaman and Nicobar Islands,India,4966.0,62.0,4886.0
200346,2021-01-12,Andhra Pradesh,India,885234.0,7133.0,875690.0
200363,2021-01-12,Arunachal Pradesh,India,16782.0,56.0,16665.0
200364,2021-01-12,Assam,India,216690.0,1064.0,212632.0
200386,2021-01-12,Bihar,India,256309.0,1443.0,250632.0
200420,2021-01-12,Chandigarh,India,20378.0,328.0,19780.0
200427,2021-01-12,Chhattisgarh,India,290813.0,3517.0,279236.0
200446,2021-01-12,Dadra and Nagar Haveli and Daman and Diu,India,3382.0,2.0,3376.0
200450,2021-01-12,Delhi,India,630892.0,10707.0,617006.0
200486,2021-01-12,Goa,India,51983.0,749.0,50437.0
200502,2021-01-12,Gujarat,India,253161.0,4350.0,241372.0
200508,2021-01-12,Haryana,India,265391.0,2964.0,259986.0
200515,2021-01-12,Himachal Pradesh,India,56596.0,961.0,54825.0
200541,2021-01-12,Jammu and Kashmir,India,122764.0,1912.0,119170.0
200544,2021-01-12,Jharkhand,India,117088.0,1048.0,114684.0
200562,2021-01-12,Karnataka,India,928806.0,12149.0,907729.0
200565,2021-01-12,Kerala,India,819765.0,3347.0,751659.0
200590,2021-01-12,Ladakh,India,9634.0,128.0,9326.0
200591,2021-01-12,Lakshadweep,India,0.0,0.0,0.0
200611,2021-01-12,Madhya Pradesh,India,249553.0,3726.0,238328.0
200617,2021-01-12,Maharashtra,India,1974488.0,50151.0,1871270.0
200619,2021-01-12,Manipur,India,28725.0,365.0,27879.0
200632,2021-01-12,Meghalaya,India,13651.0,143.0,13356.0
200646,2021-01-12,Mizoram,India,4303.0,9.0,4200.0
200658,2021-01-12,Nagaland,India,11997.0,84.0,11807.0
200702,2021-01-12,Odisha,India,332331.0,1894.0,328452.0
200736,2021-01-12,Puducherry,India,38495.0,639.0,37563.0
200740,2021-01-12,Punjab,India,169479.0,5456.0,161235.0
200750,2021-01-12,Rajasthan,India,313718.0,2739.0,304779.0
200799,2021-01-12,Sikkim,India,5996.0,129.0,5554.0
200820,2021-01-12,Tamil Nadu,India,827614.0,12236.0,808571.0
200824,2021-01-12,Telangana,India,290640.0,1571.0,284611.0
200841,2021-01-12,Tripura,India,33315.0,389.0,32880.0
200856,2021-01-12,Unknown,India,0.0,0.0,0.0
200866,2021-01-12,Uttar Pradesh,India,594175.0,8514.0,575101.0
200867,2021-01-12,Uttarakhand,India,93961.0,1589.0,89729.0
200895,2021-01-12,West Bengal,India,562072.0,9975.0,544705.0
201107,2021-01-13,Andaman and Nicobar Islands,India,4969.0,62.0,4891.0
201108,2021-01-13,Andhra Pradesh,India,885437.0,7134.0,875921.0
201125,2021-01-13,Arunachal Pradesh,India,16783.0,56.0,16669.0
201126,2021-01-13,Assam,India,216743.0,1065.0,212675.0
201148,2021-01-13,Bihar,India,256587.0,1445.0,251027.0
201182,2021-01-13,Chandigarh,India,20415.0,329.0,19794.0
201189,2021-01-13,Chhattisgarh,India,291484.0,3527.0,280166.0
201208,2021-01-13,Dadra and Nagar Haveli and Daman and Diu,India,3383.0,2.0,3377.0
201212,2021-01-13,Delhi,India,631249.0,10718.0,617540.0
201248,2021-01-13,Goa,India,52079.0,750.0,50515.0
201264,2021-01-13,Gujarat,India,253744.0,4354.0,242164.0
201270,2021-01-13,Haryana,India,265616.0,2966.0,260236.0
201277,2021-01-13,Himachal Pradesh,India,56689.0,963.0,54896.0
201303,2021-01-13,Jammu and Kashmir,India,122885.0,1912.0,119344.0
201306,2021-01-13,Jharkhand,India,117240.0,1048.0,114836.0
201324,2021-01-13,Karnataka,India,929552.0,12152.0,908494.0
201327,2021-01-13,Kerala,India,825769.0,3373.0,756817.0
201352,2021-01-13,Ladakh,India,9639.0,128.0,9375.0
201353,2021-01-13,Lakshadweep,India,0.0,0.0,0.0
201373,2021-01-13,Madhya Pradesh,India,250009.0,3732.0,238983.0
201379,2021-01-13,Maharashtra,India,1978044.0,50221.0,1874279.0
201381,2021-01-13,Manipur,India,28769.0,365.0,27935.0
201394,2021-01-13,Meghalaya,India,13669.0,144.0,13365.0
201408,2021-01-13,Mizoram,India,4310.0,9.0,4200.0
201420,2021-01-13,Nagaland,India,12003.0,86.0,11814.0
201464,2021-01-13,Odisha,India,332541.0,1895.0,328622.0
201498,2021-01-13,Puducherry,India,38524.0,639.0,37607.0
201502,2021-01-13,Punjab,India,169737.0,5463.0,161457.0
201512,2021-01-13,Rajasthan,India,314091.0,2742.0,305569.0
201561,2021-01-13,Sikkim,India,6004.0,129.0,5564.0
201582,2021-01-13,Tamil Nadu,India,828287.0,12242.0,809392.0
201586,2021-01-13,Telangana,India,290916.0,1572.0,284849.0
201603,2021-01-13,Tripura,India,33320.0,389.0,32886.0
201618,2021-01-13,Unknown,India,0.0,0.0,0.0
201628,2021-01-13,Uttar Pradesh,India,594641.0,8529.0,575980.0
201629,2021-01-13,Uttarakhand,India,94170.0,1593.0,90025.0
201657,2021-01-13,West Bengal,India,562795.0,9993.0,545499.0
201869,2021-01-14,Andaman and Nicobar Islands,India,4976.0,62.0,4891.0
201870,2021-01-14,Andhra Pradesh,India,885616.0,7138.0,876140.0
201887,2021-01-14,Arunachal Pradesh,India,16798.0,56.0,16674.0
201888,2021-01-14,Assam,India,216762.0,1065.0,212706.0
201910,2021-01-14,Bihar,India,256895.0,1447.0,251278.0
201944,2021-01-14,Chandigarh,India,20438.0,330.0,19835.0
201951,2021-01-14,Chhattisgarh,India,292091.0,3537.0,281136.0
201970,2021-01-14,Dadra and Nagar Haveli and Daman and Diu,India,3385.0,2.0,3377.0
201974,2021-01-14,Delhi,India,631589.0,10722.0,617930.0
202010,2021-01-14,Goa,India,52182.0,752.0,50582.0
202026,2021-01-14,Gujarat,India,254314.0,4357.0,242901.0
202032,2021-01-14,Haryana,India,265803.0,2972.0,260565.0
202039,2021-01-14,Himachal Pradesh,India,56751.0,963.0,54977.0
202065,2021-01-14,Jammu and Kashmir,India,122964.0,1915.0,119581.0
202068,2021-01-14,Jharkhand,India,117384.0,1048.0,115009.0
202086,2021-01-14,Karnataka,India,929960.0,12155.0,909058.0
202089,2021-01-14,Kerala,India,831259.0,3392.0,761154.0
202114,2021-01-14,Ladakh,India,9646.0,128.0,9404.0
202115,2021-01-14,Lakshadweep,India,0.0,0.0,0.0
202135,2021-01-14,Madhya Pradesh,India,250429.0,3740.0,239581.0
202141,2021-01-14,Maharashtra,India,1981623.0,50291.0,1877588.0
202143,2021-01-14,Manipur,India,28787.0,365.0,27976.0
202156,2021-01-14,Meghalaya,India,13687.0,144.0,13382.0
202170,2021-01-14,Mizoram,India,4310.0,9.0,4205.0
202182,2021-01-14,Nagaland,India,12035.0,86.0,11825.0
202226,2021-01-14,Odisha,India,332763.0,1896.0,328832.0
202260,2021-01-14,Puducherry,India,38567.0,640.0,37629.0
202264,2021-01-14,Punjab,India,169950.0,5473.0,161710.0
202274,2021-01-14,Rajasthan,India,314372.0,2744.0,305953.0
202323,2021-01-14,Sikkim,India,6011.0,130.0,5719.0
202344,2021-01-14,Tamil Nadu,India,828952.0,12246.0,810218.0
202348,2021-01-14,Telangana,India,291118.0,1574.0,285102.0
202365,2021-01-14,Tripura,India,33325.0,390.0,32890.0
202380,2021-01-14,Unknown,India,0.0,0.0,0.0
202390,2021-01-14,Uttar Pradesh,India,595142.0,8543.0,576519.0
202391,2021-01-14,Uttarakhand,India,94324.0,1596.0,90218.0
202419,2021-01-14,West Bengal,India,563475.0,10010.0,546193.0
202631,2021-01-15,Andaman and Nicobar Islands,India,4979.0,62.0,4895.0
202632,2021-01-15,Andhra Pradesh,India,885710.0,7139.0,876372.0
202649,2021-01-15,Arunachal Pradesh,India,16802.0,56.0,16682.0
202650,2021-01-15,Assam,India,216777.0,1066.0,212748.0
202672,2021-01-15,Bihar,India,257193.0,1449.0,251632.0
202706,2021-01-15,Chandigarh,India,20464.0,330.0,19868.0
202713,2021-01-15,Chhattisgarh,India,292612.0,3544.0,282145.0
202732,2021-01-15,Dadra and Nagar Haveli and Daman and Diu,India,3388.0,2.0,3377.0
202736,2021-01-15,Delhi,India,631884.0,10732.0,618357.0
202772,2021-01-15,Goa,India,52262.0,753.0,50643.0
202788,2021-01-15,Gujarat,India,254849.0,4360.0,243639.0
202794,2021-01-15,Haryana,India,265964.0,2979.0,260801.0
202801,2021-01-15,Himachal Pradesh,India,56802.0,963.0,55072.0
202827,2021-01-15,Jammu and Kashmir,India,123108.0,1920.0,119760.0
202830,2021-01-15,Jharkhand,India,117480.0,1049.0,115142.0
202848,2021-01-15,Karnataka,India,930668.0,12158.0,909701.0
202851,2021-01-15,Kerala,India,836883.0,3415.0,765757.0
202876,2021-01-15,Ladakh,India,9648.0,128.0,9416.0
202877,2021-01-15,Lakshadweep,India,0.0,0.0,0.0
202897,2021-01-15,Madhya Pradesh,India,250858.0,3746.0,240155.0
202903,2021-01-15,Maharashtra,India,1984768.0,50336.0,1881088.0
202905,2021-01-15,Manipur,India,28811.0,365.0,28010.0
202918,2021-01-15,Meghalaya,India,13691.0,144.0,13386.0
202932,2021-01-15,Mizoram,India,4314.0,9.0,4225.0
202944,2021-01-15,Nagaland,India,12039.0,88.0,11847.0
202988,2021-01-15,Odisha,India,332949.0,1898.0,329088.0
203022,2021-01-15,Puducherry,India,38595.0,640.0,37661.0
203026,2021-01-15,Punjab,India,170191.0,5485.0,161967.0
203036,2021-01-15,Rajasthan,India,314682.0,2744.0,306330.0
203085,2021-01-15,Sikkim,India,6024.0,130.0,5731.0
203106,2021-01-15,Tamil Nadu,India,829573.0,12251.0,811023.0
203110,2021-01-15,Telangana,India,291367.0,1575.0,285519.0
203127,2021-01-15,Tripura,India,33329.0,391.0,32897.0
203142,2021-01-15,Unknown,India,0.0,0.0,0.0
203152,2021-01-15,Uttar Pradesh,India,595614.0,8558.0,577475.0
203153,2021-01-15,Uttarakhand,India,94465.0,1602.0,90457.0
203181,2021-01-15,West Bengal,India,564098.0,10026.0,546849.0
203393,2021-01-16,Andaman and Nicobar Islands,India,4982.0,62.0,4895.0
203394,2021-01-16,Andhra Pradesh,India,885824.0,7139.0,876698.0
203411,2021-01-16,Arunachal Pradesh,India,16808.0,56.0,16690.0
203412,2021-01-16,Assam,India,216809.0,1070.0,212809.0
203434,2021-01-16,Bihar,India,257474.0,1453.0,251975.0
203468,2021-01-16,Chandigarh,India,20503.0,330.0,19935.0
203475,2021-01-16,Chhattisgarh,India,293178.0,3551.0,282760.0
203494,2021-01-16,Dadra and Nagar Haveli and Daman and Diu,India,3388.0,2.0,3377.0
203498,2021-01-16,Delhi,India,632183.0,10738.0,618754.0
203534,2021-01-16,Goa,India,52345.0,756.0,50712.0
203550,2021-01-16,Gujarat,India,255354.0,4363.0,244403.0
203556,2021-01-16,Haryana,India,266131.0,2983.0,261019.0
203563,2021-01-16,Himachal Pradesh,India,56873.0,964.0,55154.0
203589,2021-01-16,Jammu and Kashmir,India,123217.0,1921.0,120016.0
203592,2021-01-16,Jharkhand,India,117599.0,1050.0,115300.0
203610,2021-01-16,Karnataka,India,931252.0,12162.0,910377.0
203613,2021-01-16,Kerala,India,842843.0,3442.0,770768.0
203638,2021-01-16,Ladakh,India,9649.0,128.0,9428.0
203639,2021-01-16,Lakshadweep,India,0.0,0.0,0.0
203659,2021-01-16,Madhya Pradesh,India,251223.0,3751.0,240948.0
203665,2021-01-16,Maharashtra,India,1987678.0,50388.0,1884127.0
203667,2021-01-16,Manipur,India,28835.0,366.0,28089.0
203680,2021-01-16,Meghalaya,India,13693.0,144.0,13401.0
203694,2021-01-16,Mizoram,India,4322.0,9.0,4228.0
203706,2021-01-16,Nagaland,India,12054.0,88.0,11849.0
203750,2021-01-16,Odisha,India,333127.0,1899.0,329318.0
203784,2021-01-16,Puducherry,India,38611.0,642.0,37683.0
203788,2021-01-16,Punjab,India,170366.0,5499.0,162289.0
203798,2021-01-16,Rajasthan,India,314920.0,2746.0,306888.0
203847,2021-01-16,Sikkim,India,6029.0,130.0,5741.0
203868,2021-01-16,Tamil Nadu,India,830183.0,12257.0,811798.0
203872,2021-01-16,Telangana,India,291666.0,1577.0,285898.0
203889,2021-01-16,Tripura,India,33331.0,391.0,32902.0
203904,2021-01-16,Unknown,India,0.0,0.0,0.0
203914,2021-01-16,Uttar Pradesh,India,596137.0,8570.0,578405.0
203915,2021-01-16,Uttarakhand,India,94691.0,1606.0,90736.0
203943,2021-01-16,West Bengal,India,564707.0,10041.0,547515.0
204155,2021-01-17,Andaman and Nicobar Islands,India,4983.0,62.0,4896.0
204156,2021-01-17,Andhra Pradesh,India,885985.0,7140.0,876949.0
204173,2021-01-17,Arunachal Pradesh,India,16811.0,56.0,16697.0
204174,2021-01-17,Assam,India,216831.0,1073.0,212839.0
204196,2021-01-17,Bihar,India,257610.0,1457.0,252331.0
204230,2021-01-17,Chandigarh,India,20537.0,330.0,19978.0
204237,2021-01-17,Chhattisgarh,India,293501.0,3558.0,283111.0
204256,2021-01-17,Dadra and Nagar Haveli and Daman and Diu,India,3390.0,2.0,3377.0
204260,2021-01-17,Delhi,India,632429.0,10746.0,619139.0
204296,2021-01-17,Goa,India,52405.0,756.0,50771.0
204312,2021-01-17,Gujarat,India,255872.0,4365.0,245107.0
204318,2021-01-17,Haryana,India,266309.0,2985.0,261230.0
204325,2021-01-17,Himachal Pradesh,India,56943.0,966.0,55280.0
204351,2021-01-17,Jammu and Kashmir,India,123343.0,1921.0,120198.0
204354,2021-01-17,Jharkhand,India,117686.0,1050.0,115411.0
204372,2021-01-17,Karnataka,India,931997.0,12166.0,911232.0
204375,2021-01-17,Kerala,India,847848.0,3463.0,775176.0
204400,2021-01-17,Ladakh,India,9656.0,128.0,9437.0
204401,2021-01-17,Lakshadweep,India,0.0,0.0,0.0
204421,2021-01-17,Madhya Pradesh,India,251578.0,3753.0,241426.0
204427,2021-01-17,Maharashtra,India,1990759.0,50438.0,1886469.0
204429,2021-01-17,Manipur,India,28856.0,366.0,28147.0
204442,2021-01-17,Meghalaya,India,13704.0,144.0,13412.0
204456,2021-01-17,Mizoram,India,4323.0,9.0,4235.0
204468,2021-01-17,Nagaland,India,12058.0,88.0,11854.0
204512,2021-01-17,Odisha,India,333310.0,1900.0,329546.0
204546,2021-01-17,Puducherry,India,38646.0,642.0,37720.0
204550,2021-01-17,Punjab,India,170605.0,5504.0,162484.0
204560,2021-01-17,Rajasthan,India,315181.0,2747.0,307384.0
204609,2021-01-17,Sikkim,India,6038.0,130.0,5747.0
204630,2021-01-17,Tamil Nadu,India,830772.0,12264.0,812568.0
204634,2021-01-17,Telangana,India,291872.0,1579.0,286244.0
204651,2021-01-17,Tripura,India,33332.0,391.0,32902.0
204666,2021-01-17,Unknown,India,0.0,0.0,0.0
204676,2021-01-17,Uttar Pradesh,India,596528.0,8576.0,579071.0
204677,2021-01-17,Uttarakhand,India,94803.0,1611.0,90838.0
204705,2021-01-17,West Bengal,India,565272.0,10053.0,548136.0
204917,2021-01-18,Andaman and Nicobar Islands,India,4988.0,62.0,4897.0
204918,2021-01-18,Andhra Pradesh,India,886066.0,7141.0,877212.0
204935,2021-01-18,Arunachal Pradesh,India,16812.0,56.0,16699.0
204936,2021-01-18,Assam,India,216864.0,1075.0,212978.0
204958,2021-01-18,Bihar,India,257775.0,1460.0,253007.0
204992,2021-01-18,Chandigarh,India,20564.0,330.0,20031.0
204999,2021-01-18,Chhattisgarh,India,293972.0,3565.0,284412.0
205018,2021-01-18,Dadra and Nagar Haveli and Daman and Diu,India,3390.0,2.0,3377.0
205022,2021-01-18,Delhi,India,632590.0,10754.0,619501.0
205058,2021-01-18,Goa,India,52458.0,756.0,50837.0
205074,2021-01-18,Gujarat,India,256367.0,4367.0,245807.0
205080,2021-01-18,Haryana,India,266428.0,2989.0,261510.0
205087,2021-01-18,Himachal Pradesh,India,56978.0,967.0,55383.0
205113,2021-01-18,Jammu and Kashmir,India,123425.0,1922.0,120392.0
205116,2021-01-18,Jharkhand,India,117786.0,1054.0,115542.0
205134,2021-01-18,Karnataka,India,932432.0,12175.0,912205.0
205137,2021-01-18,Kerala,India,851194.0,3480.0,779097.0
205162,2021-01-18,Ladakh,India,9657.0,128.0,9448.0
205163,2021-01-18,Lakshadweep,India,0.0,0.0,0.0
205183,2021-01-18,Madhya Pradesh,India,251882.0,3756.0,241966.0
205189,2021-01-18,Maharashtra,India,1992683.0,50473.0,1890323.0
205191,2021-01-18,Manipur,India,28867.0,366.0,28205.0
205204,2021-01-18,Meghalaya,India,13707.0,144.0,13415.0
205218,2021-01-18,Mizoram,India,4329.0,9.0,4241.0
205230,2021-01-18,Nagaland,India,12061.0,88.0,11858.0
205274,2021-01-18,Odisha,India,333444.0,1901.0,329801.0
205308,2021-01-18,Puducherry,India,38669.0,643.0,37740.0
205312,2021-01-18,Punjab,India,170729.0,5509.0,162762.0
205322,2021-01-18,Rajasthan,India,315394.0,2750.0,308010.0
205371,2021-01-18,Sikkim,India,6038.0,130.0,5756.0
205392,2021-01-18,Tamil Nadu,India,831323.0,12272.0,813326.0
205396,2021-01-18,Telangana,India,292128.0,1581.0,286542.0
205413,2021-01-18,Tripura,India,33335.0,391.0,32905.0
205428,2021-01-18,Unknown,India,0.0,0.0,0.0
205438,2021-01-18,Uttar Pradesh,India,596904.0,8580.0,579693.0
205439,2021-01-18,Uttarakhand,India,94923.0,1617.0,91170.0
205467,2021-01-18,West Bengal,India,565661.0,10063.0,548705.0
205679,2021-01-19,Andaman and Nicobar Islands,India,4989.0,62.0,4897.0
205680,2021-01-19,Andhra Pradesh,India,886245.0,7142.0,877443.0
205697,2021-01-19,Arunachal Pradesh,India,16815.0,56.0,16707.0
205698,2021-01-19,Assam,India,216887.0,1075.0,213084.0
205720,2021-01-19,Bihar,India,257991.0,1461.0,253289.0
205754,2021-01-19,Chandigarh,India,20595.0,330.0,20080.0
205761,2021-01-19,Chhattisgarh,India,294355.0,3575.0,284848.0
205780,2021-01-19,Dadra and Nagar Haveli and Daman and Diu,India,3391.0,2.0,3380.0
205784,2021-01-19,Delhi,India,632821.0,10764.0,619723.0
205820,2021-01-19,Goa,India,52570.0,756.0,50952.0
205836,2021-01-19,Gujarat,India,256852.0,4369.0,246516.0
205842,2021-01-19,Haryana,India,266581.0,2993.0,261751.0
205849,2021-01-19,Himachal Pradesh,India,57019.0,967.0,55468.0
205875,2021-01-19,Jammu and Kashmir,India,123538.0,1923.0,120512.0
205878,2021-01-19,Jharkhand,India,117887.0,1057.0,115683.0
205896,2021-01-19,Karnataka,India,933077.0,12181.0,913012.0
205899,2021-01-19,Kerala,India,857380.0,3506.0,783393.0
205924,2021-01-19,Ladakh,India,9662.0,129.0,9454.0
205925,2021-01-19,Lakshadweep,India,0.0,0.0,0.0
205945,2021-01-19,Madhya Pradesh,India,252186.0,3763.0,242691.0
205951,2021-01-19,Maharashtra,India,1994977.0,50523.0,1894839.0
205953,2021-01-19,Manipur,India,28900.0,367.0,28298.0
205966,2021-01-19,Meghalaya,India,13710.0,144.0,13433.0
205980,2021-01-19,Mizoram,India,4334.0,9.0,4258.0
205992,2021-01-19,Nagaland,India,12066.0,88.0,11866.0
206036,2021-01-19,Odisha,India,333566.0,1902.0,330051.0
206070,2021-01-19,Puducherry,India,38706.0,643.0,37766.0
206074,2021-01-19,Punjab,India,170937.0,5516.0,163009.0
206084,2021-01-19,Rajasthan,India,315603.0,2752.0,308547.0
206133,2021-01-19,Sikkim,India,6052.0,131.0,5765.0
206154,2021-01-19,Tamil Nadu,India,831866.0,12281.0,814098.0
206158,2021-01-19,Telangana,India,292395.0,1583.0,286893.0
206175,2021-01-19,Tripura,India,33336.0,391.0,32907.0
206190,2021-01-19,Unknown,India,0.0,0.0,0.0
206200,2021-01-19,Uttar Pradesh,India,597238.0,8584.0,580482.0
206201,2021-01-19,Uttarakhand,India,95039.0,1619.0,91428.0
206229,2021-01-19,West Bengal,India,566073.0,10074.0,549218.0
206441,2021-01-20,Andaman and Nicobar Islands,India,4991.0,62.0,4900.0
206442,2021-01-20,Andhra Pradesh,India,886418.0,7142.0,877639.0
206459,2021-01-20,Arunachal Pradesh,India,16815.0,56.0,16713.0
206460,2021-01-20,Assam,India,216919.0,1077.0,213179.0
206482,2021-01-20,Bihar,India,258176.0,1464.0,253569.0
206516,2021-01-20,Chandigarh,India,20623.0,330.0,20122.0
206523,2021-01-20,Chhattisgarh,India,294949.0,3585.0,285566.0
206542,2021-01-20,Dadra and Nagar Haveli and Daman and Diu,India,3393.0,2.0,3380.0
206546,2021-01-20,Delhi,India,633049.0,10774.0,620128.0
206582,2021-01-20,Goa,India,52657.0,756.0,51036.0
206598,2021-01-20,Gujarat,India,257342.0,4371.0,247223.0
206604,2021-01-20,Haryana,India,266686.0,2997.0,261955.0
206611,2021-01-20,Himachal Pradesh,India,57082.0,967.0,55540.0
206637,2021-01-20,Jammu and Kashmir,India,123647.0,1923.0,120625.0
206640,2021-01-20,Jharkhand,India,118012.0,1057.0,115853.0
206658,2021-01-20,Karnataka,India,933578.0,12185.0,913677.0
206661,2021-01-20,Kerala,India,864195.0,3524.0,790757.0
206686,2021-01-20,Ladakh,India,9668.0,129.0,9463.0
206687,2021-01-20,Lakshadweep,India,30.0,0.0,0.0
206707,2021-01-20,Madhya Pradesh,India,252466.0,3770.0,243688.0
206713,2021-01-20,Maharashtra,India,1997992.0,50582.0,1899428.0
206715,2021-01-20,Manipur,India,28919.0,367.0,28308.0
206728,2021-01-20,Meghalaya,India,13717.0,144.0,13440.0
206742,2021-01-20,Mizoram,India,4346.0,9.0,4268.0
206754,2021-01-20,Nagaland,India,12067.0,88.0,11873.0
206798,2021-01-20,Odisha,India,333723.0,1902.0,330321.0
206832,2021-01-20,Puducherry,India,38737.0,643.0,37798.0
206836,2021-01-20,Punjab,India,171136.0,5520.0,163211.0
206846,2021-01-20,Rajasthan,India,315816.0,2754.0,308985.0
