,ObservationDate,State,Country,Confirmed,Deaths,Recovered
430,2020-01-30,,India,1.0,0.0,0.0
491,2020-01-31,,India,1.0,0.0,0.0
547,2020-02-01,,India,1.0,0.0,0.0
607,2020-02-02,,India,2.0,0.0,0.0
672,2020-02-03,,India,3.0,0.0,0.0
740,2020-02-04,,India,3.0,0.0,0.0
810,2020-02-05,,India,3.0,0.0,0.0
881,2020-02-06,,India,3.0,0.0,0.0
954,2020-02-07,,India,3.0,0.0,0.0
1026,2020-02-08,,India,3.0,0.0,0.0
1098,2020-02-09,,India,3.0,0.0,0.0
1171,2020-02-10,,India,3.0,0.0,0.0
1243,2020-02-11,,India,3.0,0.0,0.0
1316,2020-02-12,,India,3.0,0.0,0.0
1389,2020-02-13,,India,3.0,0.0,0.0
1463,2020-02-14,,India,3.0,0.0,0.0
1538,2020-02-15,,India,3.0,0.0,0.0
1613,2020-02-16,,India,3.0,0.0,3.0
1688,2020-02-17,,India,3.0,0.0,3.0
1763,2020-02-18,,India,3.0,0.0,3.0
1838,2020-02-19,,India,3.0,0.0,3.0
1915,2020-02-20,,India,3.0,0.0,3.0
1995,2020-02-21,,India,3.0,0.0,3.0
2079,2020-02-22,,India,3.0,0.0,3.0
2163,2020-02-23,,India,3.0,0.0,3.0
2248,2020-02-24,,India,3.0,0.0,3.0
2341,2020-02-25,,India,3.0,0.0,3.0
2438,2020-02-26,,India,3.0,0.0,3.0
2543,2020-02-27,,India,3.0,0.0,3.0
2650,2020-02-28,,India,3.0,0.0,3.0
2771,2020-02-29,,India,3.0,0.0,3.0
2895,2020-03-01,,India,3.0,0.0,3.0
3016,2020-03-02,,India,5.0,0.0,3.0
3162,2020-03-03,,India,5.0,0.0,3.0
3288,2020-03-04,,India,28.0,0.0,3.0
3451,2020-03-05,,India,30.0,0.0,3.0
3624,2020-03-06,,India,31.0,0.0,3.0
3825,2020-03-07,,India,34.0,0.0,3.0
4051,2020-03-08,,India,39.0,0.0,3.0
4308,2020-03-09,,India,43.0,0.0,3.0
4573,2020-03-10,,India,56.0,0.0,4.0
4781,2020-03-11,,India,62.0,1.0,4.0
4996,2020-03-12,,India,73.0,1.0,4.0
5277,2020-03-13,,India,82.0,2.0,4.0
5451,2020-03-14,,India,102.0,2.0,4.0
5699,2020-03-15,,India,113.0,2.0,13.0
5967,2020-03-16,,India,119.0,2.0,13.0
6236,2020-03-17,,India,142.0,3.0,14.0
6514,2020-03-18,,India,156.0,3.0,14.0
6800,2020-03-19,,India,194.0,4.0,15.0
7091,2020-03-20,,India,244.0,5.0,20.0
7382,2020-03-21,,India,330.0,4.0,23.0
7685,2020-03-22,,India,396.0,7.0,24.0
7986,2020-03-23,,India,499.0,10.0,34.0
8284,2020-03-24,,India,536.0,10.0,40.0
8587,2020-03-25,,India,657.0,12.0,43.0
8892,2020-03-26,,India,727.0,20.0,45.0
9202,2020-03-27,,India,887.0,20.0,73.0
9512,2020-03-28,,India,987.0,24.0,84.0
9826,2020-03-29,,India,1024.0,27.0,95.0
10141,2020-03-30,,India,1251.0,32.0,102.0
10457,2020-03-31,,India,1397.0,35.0,123.0
10773,2020-04-01,,India,1998.0,58.0,148.0
11089,2020-04-02,,India,2543.0,72.0,191.0
11407,2020-04-03,,India,2567.0,72.0,192.0
11725,2020-04-04,,India,3082.0,86.0,229.0
12044,2020-04-05,,India,3588.0,99.0,229.0
12365,2020-04-06,,India,4778.0,136.0,375.0
12687,2020-04-07,,India,5311.0,150.0,421.0
13009,2020-04-08,,India,5916.0,178.0,506.0
13331,2020-04-09,,India,6725.0,226.0,620.0
13653,2020-04-10,,India,7598.0,246.0,774.0
13976,2020-04-11,,India,8446.0,288.0,969.0
14299,2020-04-12,,India,9205.0,331.0,1080.0
14621,2020-04-13,,India,10453.0,358.0,1181.0
14943,2020-04-14,,India,11487.0,393.0,1359.0
15265,2020-04-15,,India,12322.0,405.0,1432.0
15587,2020-04-16,,India,13430.0,448.0,1768.0
15909,2020-04-17,,India,14352.0,486.0,2041.0
16231,2020-04-18,,India,15722.0,521.0,2463.0
16553,2020-04-19,,India,17615.0,559.0,2854.0
16875,2020-04-20,,India,18539.0,592.0,3273.0
17197,2020-04-21,,India,20080.0,645.0,3975.0
17519,2020-04-22,,India,21370.0,681.0,4370.0
17840,2020-04-23,,India,23077.0,721.0,5012.0
18162,2020-04-24,,India,24530.0,780.0,5498.0
18481,2020-04-25,,India,26283.0,825.0,5939.0
18800,2020-04-26,,India,27890.0,881.0,6523.0
19119,2020-04-27,,India,29451.0,939.0,7137.0
19442,2020-04-28,,India,31324.0,1008.0,7747.0
19765,2020-04-29,,India,33062.0,1079.0,8437.0
20089,2020-04-30,,India,34863.0,1154.0,9068.0
20414,2020-05-01,,India,37257.0,1223.0,10007.0
20739,2020-05-02,,India,39699.0,1323.0,10819.0
21064,2020-05-03,,India,42505.0,1391.0,11775.0
21389,2020-05-04,,India,46437.0,1566.0,12847.0
21714,2020-05-05,,India,49400.0,1693.0,14142.0
22039,2020-05-06,,India,52987.0,1785.0,15331.0
22364,2020-05-07,,India,56351.0,1889.0,16776.0
22689,2020-05-08,,India,59695.0,1985.0,17887.0
23014,2020-05-09,,India,62808.0,2101.0,19301.0
23339,2020-05-10,,India,67161.0,2212.0,20969.0
23664,2020-05-11,,India,70768.0,2294.0,22549.0
23989,2020-05-12,,India,74292.0,2415.0,24420.0
24314,2020-05-13,,India,78055.0,2551.0,26400.0
24639,2020-05-14,,India,81997.0,2649.0,27969.0
25018,2020-05-15,,India,85784.0,2753.0,30258.0
25397,2020-05-16,,India,90648.0,2871.0,34224.0
25776,2020-05-17,,India,95698.0,3025.0,36795.0
26155,2020-05-18,,India,100328.0,3156.0,39233.0
26534,2020-05-19,,India,106475.0,3302.0,42309.0
26912,2020-05-20,,India,112028.0,3434.0,45422.0
27366,2020-05-21,,India,118226.0,3584.0,48553.0
27820,2020-05-22,,India,124794.0,3726.0,51824.0
28274,2020-05-23,,India,131423.0,3868.0,54385.0
28728,2020-05-24,,India,138536.0,4024.0,57692.0
29182,2020-05-25,,India,144950.0,4172.0,60706.0
29636,2020-05-26,,India,150793.0,4344.0,64277.0
30090,2020-05-27,,India,158086.0,4534.0,67749.0
30543,2020-05-28,,India,165386.0,4711.0,70920.0
31098,2020-05-29,,India,173491.0,4980.0,82627.0
31654,2020-05-30,,India,181827.0,5185.0,86936.0
32211,2020-05-31,,India,190609.0,5408.0,91852.0
32768,2020-06-01,,India,198370.0,5608.0,95754.0
33434,2020-06-02,,India,207191.0,5829.0,100285.0
34099,2020-06-03,,India,216824.0,6088.0,104071.0
34765,2020-06-04,,India,226713.0,6363.0,108450.0
35431,2020-06-05,,India,236184.0,6649.0,113233.0
36117,2020-06-06,,India,246622.0,6946.0,118695.0
36803,2020-06-07,,India,257486.0,7207.0,123848.0
37489,2020-06-08,,India,265928.0,7473.0,129095.0
38175,2020-06-09,,India,276146.0,7750.0,134670.0
38979,2020-06-10,Andaman and Nicobar Islands,India,33.0,0.0,33.0
38980,2020-06-10,Andhra Pradesh,India,5070.0,77.0,2802.0
38996,2020-06-10,Arunachal Pradesh,India,57.0,0.0,1.0
38997,2020-06-10,Assam,India,2937.0,4.0,1085.0
39019,2020-06-10,Bihar,India,5459.0,32.0,2864.0
39052,2020-06-10,Chandigarh,India,323.0,5.0,286.0
39059,2020-06-10,Chhattisgarh,India,1240.0,6.0,386.0
39078,2020-06-10,Dadar Nagar Haveli,India,22.0,0.0,2.0
39082,2020-06-10,Delhi,India,31309.0,905.0,11861.0
39111,2020-06-10,Goa,India,359.0,0.0,67.0
39126,2020-06-10,Gujarat,India,21014.0,1313.0,14365.0
39131,2020-06-10,Haryana,India,5209.0,45.0,2134.0
39138,2020-06-10,Himachal Pradesh,India,445.0,5.0,249.0
39163,2020-06-10,Jammu and Kashmir,India,4346.0,48.0,1506.0
39166,2020-06-10,Jharkhand,India,1411.0,8.0,559.0
39184,2020-06-10,Karnataka,India,5921.0,66.0,2604.0
39187,2020-06-10,Kerala,India,2096.0,16.0,848.0
39212,2020-06-10,Ladakh,India,108.0,1.0,52.0
39228,2020-06-10,Madhya Pradesh,India,9849.0,420.0,6729.0
39234,2020-06-10,Maharashtra,India,90787.0,3289.0,42638.0
39236,2020-06-10,Manipur,India,304.0,0.0,61.0
39249,2020-06-10,Meghalaya,India,43.0,1.0,13.0
39263,2020-06-10,Mizoram,India,88.0,0.0,1.0
39275,2020-06-10,Nagaland,India,127.0,0.0,10.0
39315,2020-06-10,Odisha,India,3140.0,9.0,2133.0
39348,2020-06-10,Puducherry,India,127.0,0.0,52.0
39352,2020-06-10,Punjab,India,2719.0,55.0,2167.0
39362,2020-06-10,Rajasthan,India,11245.0,255.0,8328.0
39409,2020-06-10,Sikkim,India,13.0,0.0,0.0
39430,2020-06-10,Tamil Nadu,India,34914.0,307.0,18325.0
39434,2020-06-10,Telangana,India,3920.0,148.0,1809.0
39451,2020-06-10,Tripura,India,864.0,1.0,192.0
39465,2020-06-10,Unknown,India,9227.0,0.0,0.0
39471,2020-06-10,Uttar Pradesh,India,11335.0,301.0,6669.0
39472,2020-06-10,Uttarakhand,India,1537.0,13.0,755.0
39497,2020-06-10,West Bengal,India,8985.0,415.0,3620.0
39705,2020-06-11,Andaman and Nicobar Islands,India,38.0,0.0,33.0
39706,2020-06-11,Andhra Pradesh,India,5429.0,80.0,3048.0
39722,2020-06-11,Arunachal Pradesh,India,61.0,0.0,4.0
39723,2020-06-11,Assam,India,3319.0,6.0,1432.0
39745,2020-06-11,Bihar,India,5983.0,36.0,3266.0
39778,2020-06-11,Chandigarh,India,332.0,5.0,286.0
39785,2020-06-11,Chhattisgarh,India,1398.0,6.0,447.0
39804,2020-06-11,Dadra and Nagar Haveli and Daman and Diu,India,30.0,0.0,2.0
39808,2020-06-11,Delhi,India,34687.0,1085.0,12731.0
39838,2020-06-11,Goa,India,417.0,0.0,67.0
39853,2020-06-11,Gujarat,India,22032.0,1385.0,15101.0
39858,2020-06-11,Haryana,India,5968.0,64.0,2260.0
39865,2020-06-11,Himachal Pradesh,India,470.0,6.0,280.0
39890,2020-06-11,Jammu and Kashmir,India,4574.0,52.0,1820.0
39893,2020-06-11,Jharkhand,India,1599.0,8.0,630.0
39911,2020-06-11,Karnataka,India,6245.0,72.0,2977.0
39914,2020-06-11,Kerala,India,2244.0,18.0,968.0
39939,2020-06-11,Ladakh,India,135.0,1.0,54.0
39955,2020-06-11,Madhya Pradesh,India,10241.0,431.0,7042.0
39961,2020-06-11,Maharashtra,India,97648.0,3590.0,46078.0
39963,2020-06-11,Manipur,India,366.0,0.0,73.0
39976,2020-06-11,Meghalaya,India,44.0,1.0,18.0
39990,2020-06-11,Mizoram,India,102.0,0.0,1.0
40002,2020-06-11,Nagaland,India,128.0,0.0,22.0
40043,2020-06-11,Odisha,India,3386.0,9.0,2354.0
40076,2020-06-11,Puducherry,India,157.0,2.0,67.0
40080,2020-06-11,Punjab,India,2887.0,59.0,2259.0
40090,2020-06-11,Rajasthan,India,11838.0,265.0,8775.0
40138,2020-06-11,Sikkim,India,14.0,0.0,2.0
40159,2020-06-11,Tamil Nadu,India,38716.0,349.0,20705.0
40163,2020-06-11,Telangana,India,4320.0,165.0,1993.0
40180,2020-06-11,Tripura,India,913.0,1.0,278.0
40194,2020-06-11,Unknown,India,8315.0,0.0,0.0
40201,2020-06-11,Uttar Pradesh,India,12088.0,345.0,7292.0
40202,2020-06-11,Uttarakhand,India,1643.0,15.0,842.0
40228,2020-06-11,West Bengal,India,9768.0,442.0,3988.0
40436,2020-06-12,Andaman and Nicobar Islands,India,38.0,0.0,33.0
40437,2020-06-12,Andhra Pradesh,India,5429.0,80.0,3048.0
40453,2020-06-12,Arunachal Pradesh,India,61.0,0.0,4.0
40454,2020-06-12,Assam,India,3319.0,6.0,1432.0
40476,2020-06-12,Bihar,India,5983.0,36.0,3266.0
40509,2020-06-12,Chandigarh,India,332.0,5.0,286.0
40516,2020-06-12,Chhattisgarh,India,1398.0,6.0,447.0
40535,2020-06-12,Dadra and Nagar Haveli and Daman and Diu,India,30.0,0.0,2.0
40539,2020-06-12,Delhi,India,34687.0,1085.0,12731.0
40569,2020-06-12,Goa,India,417.0,0.0,67.0
40584,2020-06-12,Gujarat,India,22032.0,1385.0,15101.0
40589,2020-06-12,Haryana,India,5968.0,64.0,2260.0
40596,2020-06-12,Himachal Pradesh,India,470.0,6.0,280.0
40621,2020-06-12,Jammu and Kashmir,India,4574.0,52.0,1820.0
40624,2020-06-12,Jharkhand,India,1599.0,8.0,630.0
40642,2020-06-12,Karnataka,India,6245.0,72.0,2977.0
40645,2020-06-12,Kerala,India,2244.0,18.0,968.0
40670,2020-06-12,Ladakh,India,135.0,1.0,54.0
40686,2020-06-12,Madhya Pradesh,India,10241.0,431.0,7042.0
40692,2020-06-12,Maharashtra,India,97648.0,3590.0,46078.0
40694,2020-06-12,Manipur,India,366.0,0.0,73.0
40707,2020-06-12,Meghalaya,India,44.0,1.0,18.0
40721,2020-06-12,Mizoram,India,102.0,0.0,1.0
40733,2020-06-12,Nagaland,India,128.0,0.0,22.0
40774,2020-06-12,Odisha,India,3386.0,9.0,2354.0
40807,2020-06-12,Puducherry,India,157.0,2.0,67.0
40811,2020-06-12,Punjab,India,2887.0,59.0,2259.0
40821,2020-06-12,Rajasthan,India,11838.0,265.0,8775.0
40869,2020-06-12,Sikkim,India,14.0,0.0,2.0
40890,2020-06-12,Tamil Nadu,India,38716.0,349.0,20705.0
40894,2020-06-12,Telangana,India,4320.0,165.0,1993.0
40911,2020-06-12,Tripura,India,913.0,1.0,278.0
40925,2020-06-12,Unknown,India,8315.0,0.0,0.0
40932,2020-06-12,Uttar Pradesh,India,12088.0,345.0,7292.0
40933,2020-06-12,Uttarakhand,India,1643.0,15.0,842.0
40959,2020-06-12,West Bengal,India,9768.0,442.0,3988.0
41167,2020-06-13,Andaman and Nicobar Islands,India,38.0,0.0,33.0
41168,2020-06-13,Andhra Pradesh,India,5680.0,80.0,3105.0
41184,2020-06-13,Arunachal Pradesh,India,67.0,0.0,4.0
41185,2020-06-13,Assam,India,3498.0,8.0,1537.0
41207,2020-06-13,Bihar,India,6103.0,36.0,3587.0
41240,2020-06-13,Chandigarh,India,334.0,5.0,286.0
41247,2020-06-13,Chhattisgarh,India,1429.0,6.0,550.0
41266,2020-06-13,Dadra and Nagar Haveli and Daman and Diu,India,30.0,0.0,2.0
41270,2020-06-13,Delhi,India,36824.0,1214.0,13398.0
41300,2020-06-13,Goa,India,463.0,0.0,69.0
41315,2020-06-13,Gujarat,India,22527.0,1415.0,15493.0
41320,2020-06-13,Haryana,India,6334.0,70.0,2475.0
41327,2020-06-13,Himachal Pradesh,India,486.0,6.0,297.0
41352,2020-06-13,Jammu and Kashmir,India,4730.0,53.0,2086.0
41355,2020-06-13,Jharkhand,India,1617.0,8.0,672.0
41373,2020-06-13,Karnataka,India,6516.0,79.0,3440.0
41376,2020-06-13,Kerala,India,2322.0,19.0,1000.0
41401,2020-06-13,Ladakh,India,239.0,1.0,62.0
41417,2020-06-13,Madhya Pradesh,India,10443.0,440.0,7201.0
41423,2020-06-13,Maharashtra,India,101141.0,3717.0,47796.0
41425,2020-06-13,Manipur,India,385.0,0.0,77.0
41438,2020-06-13,Meghalaya,India,44.0,1.0,22.0
41452,2020-06-13,Mizoram,India,104.0,0.0,1.0
41464,2020-06-13,Nagaland,India,156.0,0.0,49.0
41505,2020-06-13,Odisha,India,3498.0,10.0,2474.0
41538,2020-06-13,Puducherry,India,157.0,2.0,67.0
41542,2020-06-13,Punjab,India,2986.0,63.0,2282.0
41552,2020-06-13,Rajasthan,India,12068.0,272.0,8898.0
41600,2020-06-13,Sikkim,India,63.0,0.0,2.0
41621,2020-06-13,Tamil Nadu,India,40698.0,367.0,22047.0
41625,2020-06-13,Telangana,India,4484.0,174.0,2278.0
41642,2020-06-13,Tripura,India,961.0,1.0,278.0
41656,2020-06-13,Unknown,India,7984.0,0.0,0.0
41663,2020-06-13,Uttar Pradesh,India,12616.0,365.0,7609.0
41664,2020-06-13,Uttarakhand,India,1724.0,21.0,947.0
41690,2020-06-13,West Bengal,India,10244.0,451.0,4206.0
41898,2020-06-14,Andaman and Nicobar Islands,India,38.0,0.0,33.0
41899,2020-06-14,Andhra Pradesh,India,5965.0,82.0,3195.0
41915,2020-06-14,Arunachal Pradesh,India,87.0,0.0,4.0
41916,2020-06-14,Assam,India,3718.0,8.0,1584.0
41938,2020-06-14,Bihar,India,6290.0,39.0,3956.0
41971,2020-06-14,Chandigarh,India,345.0,5.0,286.0
41978,2020-06-14,Chhattisgarh,India,1512.0,6.0,631.0
41997,2020-06-14,Dadra and Nagar Haveli and Daman and Diu,India,35.0,0.0,2.0
42001,2020-06-14,Delhi,India,38958.0,1271.0,14945.0
42031,2020-06-14,Goa,India,523.0,0.0,70.0
42046,2020-06-14,Gujarat,India,23038.0,1448.0,15883.0
42051,2020-06-14,Haryana,India,6749.0,78.0,2803.0
42058,2020-06-14,Himachal Pradesh,India,502.0,6.0,313.0
42083,2020-06-14,Jammu and Kashmir,India,4878.0,55.0,2269.0
42086,2020-06-14,Jharkhand,India,1711.0,8.0,816.0
42104,2020-06-14,Karnataka,India,6824.0,81.0,3648.0
42107,2020-06-14,Kerala,India,2407.0,19.0,1046.0
42132,2020-06-14,Ladakh,India,437.0,1.0,68.0
42148,2020-06-14,Madhya Pradesh,India,10641.0,447.0,7377.0
42154,2020-06-14,Maharashtra,India,104568.0,3830.0,49346.0
42156,2020-06-14,Manipur,India,449.0,0.0,91.0
42169,2020-06-14,Meghalaya,India,44.0,1.0,22.0
42183,2020-06-14,Mizoram,India,107.0,0.0,1.0
42195,2020-06-14,Nagaland,India,163.0,0.0,76.0
42236,2020-06-14,Odisha,India,3723.0,10.0,2594.0
42269,2020-06-14,Puducherry,India,176.0,2.0,82.0
42273,2020-06-14,Punjab,India,3063.0,65.0,2327.0
42283,2020-06-14,Rajasthan,India,12401.0,282.0,9337.0
42331,2020-06-14,Sikkim,India,63.0,0.0,4.0
42352,2020-06-14,Tamil Nadu,India,42687.0,397.0,23409.0
42356,2020-06-14,Telangana,India,4737.0,182.0,2352.0
42373,2020-06-14,Tripura,India,1046.0,1.0,315.0
42387,2020-06-14,Unknown,India,7436.0,0.0,0.0
42394,2020-06-14,Uttar Pradesh,India,13118.0,385.0,7875.0
42395,2020-06-14,Uttarakhand,India,1785.0,23.0,1077.0
42421,2020-06-14,West Bengal,India,10698.0,463.0,4542.0
42629,2020-06-15,Andaman and Nicobar Islands,India,41.0,0.0,33.0
42630,2020-06-15,Andhra Pradesh,India,6456.0,88.0,3316.0
42646,2020-06-15,Arunachal Pradesh,India,91.0,0.0,7.0
42647,2020-06-15,Assam,India,4158.0,8.0,2166.0
42669,2020-06-15,Bihar,India,6650.0,40.0,4409.0
42702,2020-06-15,Chandigarh,India,354.0,6.0,296.0
42709,2020-06-15,Chhattisgarh,India,1756.0,8.0,890.0
42728,2020-06-15,Dadra and Nagar Haveli and Daman and Diu,India,36.0,0.0,5.0
42732,2020-06-15,Delhi,India,42829.0,1400.0,16427.0
42762,2020-06-15,Goa,India,592.0,0.0,85.0
42777,2020-06-15,Gujarat,India,24055.0,1505.0,16664.0
42782,2020-06-15,Haryana,India,7722.0,100.0,3565.0
42789,2020-06-15,Himachal Pradesh,India,556.0,8.0,353.0
42814,2020-06-15,Jammu and Kashmir,India,5220.0,62.0,2604.0
42817,2020-06-15,Jharkhand,India,1763.0,8.0,905.0
42835,2020-06-15,Karnataka,India,7213.0,89.0,4135.0
42838,2020-06-15,Kerala,India,2543.0,20.0,1175.0
42863,2020-06-15,Ladakh,India,555.0,1.0,82.0
42879,2020-06-15,Madhya Pradesh,India,10935.0,465.0,7903.0
42885,2020-06-15,Maharashtra,India,110744.0,4128.0,56049.0
42887,2020-06-15,Manipur,India,490.0,0.0,151.0
42900,2020-06-15,Meghalaya,India,44.0,1.0,25.0
42914,2020-06-15,Mizoram,India,117.0,0.0,1.0
42926,2020-06-15,Nagaland,India,177.0,0.0,92.0
42967,2020-06-15,Odisha,India,4055.0,11.0,2854.0
43000,2020-06-15,Puducherry,India,202.0,5.0,95.0
43004,2020-06-15,Punjab,India,3267.0,71.0,2443.0
43014,2020-06-15,Rajasthan,India,12981.0,301.0,9785.0
43062,2020-06-15,Sikkim,India,68.0,0.0,4.0
43083,2020-06-15,Tamil Nadu,India,46504.0,479.0,25344.0
43087,2020-06-15,Telangana,India,5193.0,187.0,2766.0
43104,2020-06-15,Tripura,India,1086.0,1.0,433.0
43118,2020-06-15,Unknown,India,7684.0,0.0,0.0
43125,2020-06-15,Uttar Pradesh,India,13615.0,399.0,8268.0
43126,2020-06-15,Uttarakhand,India,1845.0,24.0,1189.0
43152,2020-06-15,West Bengal,India,11494.0,485.0,5494.0
43360,2020-06-16,Andaman and Nicobar Islands,India,44.0,0.0,33.0
43361,2020-06-16,Andhra Pradesh,India,6841.0,88.0,3509.0
43377,2020-06-16,Arunachal Pradesh,India,95.0,0.0,7.0
43378,2020-06-16,Assam,India,4319.0,8.0,2166.0
43400,2020-06-16,Bihar,India,6778.0,41.0,4644.0
43433,2020-06-16,Chandigarh,India,358.0,6.0,302.0
43440,2020-06-16,Chhattisgarh,India,1781.0,9.0,1036.0
43459,2020-06-16,Dadra and Nagar Haveli and Daman and Diu,India,45.0,0.0,9.0
43463,2020-06-16,Delhi,India,44688.0,1837.0,16500.0
43493,2020-06-16,Goa,India,629.0,0.0,85.0
43508,2020-06-16,Gujarat,India,24577.0,1533.0,17082.0
43513,2020-06-16,Haryana,India,8272.0,118.0,3748.0
43520,2020-06-16,Himachal Pradesh,India,560.0,8.0,372.0
43545,2020-06-16,Jammu and Kashmir,India,5298.0,63.0,2781.0
43548,2020-06-16,Jharkhand,India,1839.0,9.0,1121.0
43566,2020-06-16,Karnataka,India,7530.0,94.0,4456.0
43569,2020-06-16,Kerala,India,2622.0,20.0,1236.0
43594,2020-06-16,Ladakh,India,649.0,1.0,85.0
43610,2020-06-16,Madhya Pradesh,India,11083.0,476.0,8152.0
43616,2020-06-16,Maharashtra,India,113445.0,5537.0,57851.0
43618,2020-06-16,Manipur,India,500.0,0.0,159.0
43631,2020-06-16,Meghalaya,India,44.0,1.0,25.0
43645,2020-06-16,Mizoram,India,121.0,0.0,1.0
43657,2020-06-16,Nagaland,India,179.0,0.0,92.0
43698,2020-06-16,Odisha,India,4163.0,11.0,2974.0
43731,2020-06-16,Puducherry,India,216.0,6.0,99.0
43735,2020-06-16,Punjab,India,3371.0,72.0,2461.0
43745,2020-06-16,Rajasthan,India,13216.0,308.0,9849.0
43793,2020-06-16,Sikkim,India,70.0,0.0,4.0
43814,2020-06-16,Tamil Nadu,India,48019.0,528.0,26782.0
43818,2020-06-16,Telangana,India,5406.0,191.0,3027.0
43835,2020-06-16,Tripura,India,1092.0,1.0,433.0
43849,2020-06-16,Unknown,India,8273.0,0.0,0.0
43856,2020-06-16,Uttar Pradesh,India,14091.0,417.0,8610.0
43857,2020-06-16,Uttarakhand,India,1942.0,25.0,1216.0
43883,2020-06-16,West Bengal,India,11909.0,495.0,6028.0
44091,2020-06-17,Andaman and Nicobar Islands,India,44.0,0.0,33.0
44092,2020-06-17,Andhra Pradesh,India,7071.0,90.0,3641.0
44108,2020-06-17,Arunachal Pradesh,India,99.0,0.0,7.0
44109,2020-06-17,Assam,India,4605.0,8.0,2642.0
44131,2020-06-17,Bihar,India,6942.0,44.0,4926.0
44164,2020-06-17,Chandigarh,India,368.0,6.0,303.0
44171,2020-06-17,Chhattisgarh,India,1864.0,10.0,1180.0
44190,2020-06-17,Dadra and Nagar Haveli and Daman and Diu,India,57.0,0.0,12.0
44194,2020-06-17,Delhi,India,47102.0,1904.0,17457.0
44224,2020-06-17,Goa,India,656.0,0.0,96.0
44239,2020-06-17,Gujarat,India,25093.0,1560.0,17430.0
44244,2020-06-17,Haryana,India,8832.0,130.0,3952.0
44251,2020-06-17,Himachal Pradesh,India,569.0,8.0,372.0
44276,2020-06-17,Jammu and Kashmir,India,5406.0,65.0,2914.0
44279,2020-06-17,Jharkhand,India,1895.0,10.0,1151.0
44297,2020-06-17,Karnataka,India,7734.0,102.0,4804.0
44300,2020-06-17,Kerala,India,2697.0,20.0,1326.0
44325,2020-06-17,Ladakh,India,687.0,1.0,92.0
44341,2020-06-17,Madhya Pradesh,India,11244.0,482.0,8388.0
44347,2020-06-17,Maharashtra,India,116752.0,5651.0,59166.0
44349,2020-06-17,Manipur,India,552.0,0.0,192.0
44362,2020-06-17,Meghalaya,India,44.0,1.0,30.0
44376,2020-06-17,Mizoram,India,121.0,0.0,1.0
44388,2020-06-17,Nagaland,India,193.0,0.0,103.0
44429,2020-06-17,Odisha,India,4338.0,11.0,3047.0
44462,2020-06-17,Puducherry,India,245.0,7.0,109.0
44466,2020-06-17,Punjab,India,3497.0,78.0,2538.0
44476,2020-06-17,Rajasthan,India,13542.0,313.0,10467.0
44524,2020-06-17,Sikkim,India,70.0,0.0,4.0
44545,2020-06-17,Tamil Nadu,India,50193.0,576.0,27624.0
44549,2020-06-17,Telangana,India,5675.0,192.0,3071.0
44566,2020-06-17,Tripura,India,1135.0,1.0,556.0
44580,2020-06-17,Unknown,India,8703.0,0.0,0.0
44587,2020-06-17,Uttar Pradesh,India,14598.0,435.0,8904.0
44588,2020-06-17,Uttarakhand,India,2023.0,26.0,1254.0
44614,2020-06-17,West Bengal,India,12300.0,506.0,6533.0
44822,2020-06-18,Andaman and Nicobar Islands,India,44.0,0.0,33.0
44823,2020-06-18,Andhra Pradesh,India,7518.0,92.0,3789.0
44839,2020-06-18,Arunachal Pradesh,India,103.0,0.0,10.0
44840,2020-06-18,Assam,India,4777.0,9.0,2654.0
44862,2020-06-18,Bihar,India,7025.0,44.0,5056.0
44895,2020-06-18,Chandigarh,India,374.0,6.0,306.0
44902,2020-06-18,Chhattisgarh,India,1946.0,10.0,1228.0
44921,2020-06-18,Dadra and Nagar Haveli and Daman and Diu,India,58.0,0.0,13.0
44925,2020-06-18,Delhi,India,49979.0,1969.0,21341.0
44955,2020-06-18,Goa,India,705.0,0.0,109.0
44970,2020-06-18,Gujarat,India,25601.0,1591.0,17819.0
44975,2020-06-18,Haryana,India,9218.0,134.0,4556.0
44982,2020-06-18,Himachal Pradesh,India,595.0,8.0,382.0
45007,2020-06-18,Jammu and Kashmir,India,5555.0,71.0,3144.0
45010,2020-06-18,Jharkhand,India,1920.0,11.0,1198.0
45028,2020-06-18,Karnataka,India,7944.0,114.0,4983.0
45031,2020-06-18,Kerala,India,2794.0,21.0,1415.0
45056,2020-06-18,Ladakh,India,687.0,1.0,95.0
45072,2020-06-18,Madhya Pradesh,India,11426.0,486.0,8632.0
45078,2020-06-18,Maharashtra,India,120504.0,5751.0,60838.0
45080,2020-06-18,Manipur,India,606.0,0.0,199.0
45093,2020-06-18,Meghalaya,India,44.0,1.0,30.0
45107,2020-06-18,Mizoram,India,130.0,0.0,1.0
45119,2020-06-18,Nagaland,India,193.0,0.0,103.0
45160,2020-06-18,Odisha,India,4512.0,11.0,3144.0
45193,2020-06-18,Puducherry,India,271.0,7.0,109.0
45197,2020-06-18,Punjab,India,3615.0,83.0,2570.0
45207,2020-06-18,Rajasthan,India,13857.0,323.0,10742.0
45255,2020-06-18,Sikkim,India,70.0,0.0,5.0
45276,2020-06-18,Tamil Nadu,India,52334.0,625.0,28641.0
45280,2020-06-18,Telangana,India,6027.0,195.0,3301.0
45297,2020-06-18,Tripura,India,1155.0,1.0,639.0
45311,2020-06-18,Unknown,India,8927.0,0.0,0.0
45318,2020-06-18,Uttar Pradesh,India,15181.0,465.0,9239.0
